zasigurno	3.3847587
dakle	1.1254896
brzo	1.3873999
neće	1.0078326
neka	0.45588642
kraj	0.515132
vama	1.6979572
htjevši	7.906547
dotad	4.648451
ih	0.0036900411
odostrana	7.906547
njezinim	4.41004
odozdo	5.960637
njezinome	7.2134
odmalena	6.5202527
htjednemo	7.906547
njezinih	4.3801866
budite	3.7794127
smo	0.51328415
budete	4.41004
niste	2.3268175
hoćemo	4.2956295
nažalost	2.6648002
nadomak	4.687671
ili	0.017088084
našima	5.26749
im	-3.682563E-4
onakav	5.341598
bješe	4.8155046
poslije	1.6527184
je	-3.682563E-4
okolo	2.3535876
naokolo	4.145347
mojega	4.440811
bjesmo	7.906547
iz	0.0018433185
onim	1.5062898
ja	0.0
budimo	4.2176676
bjeh	7.906547
sebe	1.1899525
previše	1.9404005
takav	2.163544
dok	0.4403197
sebi	1.3107667
dotle	4.962108
ću	0.30065724
svagda	4.648451
nećete	3.2621562
njihovu	3.1107566
njihovo	2.1928144
onoliko	4.0564
triput	5.8271055
uzduž	4.2176676
obdan	7.906547
dovle	6.8079348
kojekuda	7.906547
htje	1.6242805
nekako	1.4752162
njihovi	1.9481225
gle	0.21124409
njihove	2.2753356
dokle	3.7476642
htijasmo	7.906547
pod	0.14864102
mog	0.13253215
njihova	2.52665
najviše	2.0204432
kasno	2.7135904
dosad	2.2027647
moj	0.4431842
ho-ruk	6.8079348
mom	0.9218309
htijahu	7.906547
eto	0.5356871
vrh	1.5539179
zbogom	5.198497
bijaste	7.906547
našem	2.6335478
svakojako	6.1147876
onolik	3.8811955
svojom	2.3343933
mojom	3.9747217
pred	0.31166285
eventualno	3.5498383
nikako	1.7495682
hop	2.8503015
našeg	2.2366662
svojoj	1.9957505
mojoj	2.6082299
nabolje	5.960637
osim	1.2511069
proljetos	5.960637
ponekad	2.1044288
vi	0.0
njena	2.1895196
sobom	2.2401206
puno	0.6279183
evo	0.5833765
rijetko	2.7080503
odviše	7.2134
njemu	1.6299038
htijaše	7.906547
pokraj	2.649052
uzaman	7.906547
doista	2.0835013
uz	0.119165204
budući	2.438487
stvarno	1.5298203
još	0.26450282
naprijed	2.8503015
premalo	4.014727
njegovome	7.906547
htjeti	4.962108
hoćete	3.602482
ovakav	3.3215797
njih	0.45067054
budem	2.8892674
sprama	7.906547
zbog	1.147292
uf	2.0372503
njim	0.72116023
uslijed	3.4757304
uh	0.7582015
njenu	3.2060668
htio	2.1288948
hura	4.910815
njeno	1.7474519
tu	0.008879081
iako	1.0017965
nigdje	2.7945595
njene	2.3971589
vašega	6.5202527
njeni	1.1346117
nasreću	6.1147876
će	0.10107261
to	-3.682563E-4
potpuno	1.583982
tobom	3.8290098
halo	4.323028
njezinima	7.2134
te	-3.682563E-4
nasred	4.5053496
odavde	4.440811
ti	-3.682563E-4
njezin	1.971653
ta	-3.682563E-4
su	7.369197E-4
brže	2.9865663
vau-vau	7.906547
odjednom	2.014903
ovoga	2.405289
ste	0.28437263
htjelo	5.1339583
gotovo	1.2319858
njezinoga	7.2134
zimus	7.2134
vašemu	7.2134
hoćaste	7.906547
htjele	5.198497
naših	2.3810942
se	-3.682563E-4
pored	1.7559445
htjeli	2.8892674
si	0.012229169
našim	2.409379
sa	-3.682563E-4
zum	1.1660279
mojemu	6.1147876
pobogu	4.351199
htijaste	7.906547
toj	0.49922952
tog	0.31166285
hoću	3.1616151
ćemo	1.286474
svojim	1.1142029
nekamo	5.603962
ovi	0.039058663
najbrže	5.198497
hoće	1.9507098
tom	0.18342714
dolje	2.5884273
ovo	0.031808108
među	0.64813507
uskoro	2.468468
ovu	0.64041847
dovrh	7.906547
čim	1.0521927
uglavnom	1.5332274
njezina	3.3632524
sasvim	2.0316164
osobito	3.7956734
iš	0.086107716
njezine	3.6160877
nismo	1.7538146
katkad	4.862025
ova	0.020089962
ovom	0.9080376
ovoj	1.5417964
dvaput	4.910815
ove	0.11667867
potom	1.9849688
njezino	2.9720733
pri	0.007393749
nikamo	5.603962
njezinu	4.268961
svojih	1.7019894
mojih	2.638689
njome	4.440811
njezini	3.4067376
mojim	2.6916115
tuda	4.351199
jesam	2.2717576
nekuda	5.960637
jesi	2.438487
nisam	0.7942198
nakraj	6.297109
često	1.9026601
tih	0.71361303
htijući	6.5202527
bijaše	4.323028
svoga	2.902601
opet	0.75193185
naime	1.388876
tim	0.17461652
njega	1.2811549
danas	0.898042
jesu	2.52665
jest	0.33868462
sam	0.024232313
nedavno	2.4300838
moga	1.0767535
biste	3.0782335
njegovim	2.9437027
bijahu	4.440811
onoga	2.638689
njegovih	3.0390127
vaš	1.4342009
njegov	0.6883704
svojega	4.687671
uzalud	3.1274238
tres	2.3890944
odmah	1.1300403
tvojemu	7.906547
mimo	3.1358626
kad	0.06073973
unutar	2.6284325
svejedno	2.6233435
gore	1.5966289
hotijah	7.906547
već	0.23658523
tja	4.5743427
der	1.0745937
put	0.23425478
htjela	2.7191615
budu	1.5574082
bila	0.4065707
bijasmo	5.198497
njenim	3.094363
svojeg	3.4877067
svojem	4.1223574
budeš	4.862025
otud	4.687671
njenih	2.8251429
eno	0.106384166
usuprot	7.2134
dosta	1.3176208
htjedoh	4.2956295
odsad	6.1147876
đija	5.8271055
ijuju	7.2134
spram	4.771053
zato	0.93863803
htjednu	7.906547
lijepo	1.6662713
mic	1.5079523
njenima	6.297109
budi	1.7972996
